Accuracy,Balanced Accuracy,MCC,F1_macro,F1_weighted,seed,split,method,coverage,kept_rows
0.946813725490196,0.2602175054069579,0.6824236593521472,0.2672438099288008,0.9255455823542584,7,extrapolation,Random forest,0.3,8160
0.9244485294117648,0.2372579019795742,0.6742268051570949,0.2417645091649397,0.8963510615794386,7,extrapolation,Random forest,0.4,10880
0.8968382352941177,0.2749023245025856,0.6723560634884981,0.2795959371563364,0.8596477564840499,7,extrapolation,Random forest,0.5,13600
0.9816176470588236,0.6666666666666666,0.7037885705664203,0.6635160680529301,0.9725133437117758,8,extrapolation,Random forest,0.01,272
0.9705882352941176,0.475,0.5957466143483768,0.4830470388494956,0.956976335176036,8,extrapolation,Random forest,0.02,544
0.9705882352941176,0.4791666666666666,0.5572930856328351,0.4853473326388508,0.9566909923682178,8,extrapolation,Random forest,0.03,816
0.975,0.4868421052631578,0.5853459572761051,0.4900356960734319,0.963018088010319,8,extrapolation,Random forest,0.05,1360
0.9770220588235294,0.5313852813852814,0.6382271516952358,0.5749689214118427,0.9663221840083234,8,extrapolation,Random forest,0.08,2176
0.973529411764706,0.4726354524997712,0.6359607747953532,0.4914654715851524,0.9617803690625184,8,extrapolation,Random forest,0.1,2720
0.9602941176470589,0.4108335270935339,0.663197467680477,0.4265533468664164,0.9433553824190926,8,extrapolation,Random forest,0.2,5440
0.939828431372549,0.3271354667554101,0.6800565841219276,0.3344584963228628,0.9150293294246656,8,extrapolation,Random forest,0.3,8160
0.9179227941176472,0.3232718305461971,0.692108185168152,0.3173575136550297,0.885240162340686,8,extrapolation,Random forest,0.4,10880
0.891985294117647,0.3163922996078874,0.6838542948271031,0.2800487917420816,0.8518526130657732,8,extrapolation,Random forest,0.5,13600
0.9742647058823528,0.5818181818181818,0.842844377809445,0.5650602409638554,0.963907098984172,9,extrapolation,Random forest,0.01,272
0.9669117647058824,0.5933333333333334,0.8360002895373796,0.5812581316679677,0.9516901791454287,9,extrapolation,Random forest,0.02,544
0.9705882352941176,0.59375,0.824506941179916,0.5824008300742278,0.9567961153652936,9,extrapolation,Random forest,0.03,816
0.9727941176470588,0.4800865800865801,0.7893709320668512,0.4764584752820047,0.9608761161062198,9,extrapolation,Random forest,0.05,1360
0.9632352941176472,0.3932926829268292,0.7096094623476172,0.3965871447326395,0.9478126797687682,9,extrapolation,Random forest,0.08,2176
0.9577205882352942,0.4142450142450142,0.6680617132203289,0.4173721747628043,0.939633971890723,9,extrapolation,Random forest,0.1,2720
0.9527573529411764,0.3748108919736025,0.6825681085100471,0.3787913832892926,0.9325689581053144,9,extrapolation,Random forest,0.2,5440
