Accuracy,Balanced Accuracy,MCC,F1_macro,F1_weighted,seed,split,method,coverage,kept_rows,n_features,train_time
0.9376838235294118,0.4710461332871994,0.7211661353355747,0.4397575031824483,0.9120765377816082,3,extrapolation,integrated_logging_features_margin,0.2,5440,75,4.521958112716675
0.934436274509804,0.4076258204728216,0.7552217929677855,0.3787084303370347,0.9079027934334284,3,extrapolation,integrated_logging_features_margin,0.3,8160,75,4.521958112716675
0.9211397058823528,0.3781570874609106,0.7509318963079108,0.3527419169314542,0.8912840662938122,3,extrapolation,integrated_logging_features_margin,0.4,10880,75,4.521958112716675
0.8958088235294117,0.3194891448668669,0.7135116071120321,0.291179409757618,0.8595956591086592,3,extrapolation,integrated_logging_features_margin,0.5,13600,75,4.521958112716675
0.6777205882352941,0.2264042344897081,0.4590748360137729,0.1952104769816718,0.6204162810662569,3,extrapolation,integrated_logging_features_full,1.0,27200,75,4.521958112716675
1.0,1.0,1.0,1.0,1.0,4,interpolation,integrated_logging_features_margin,0.01,80,75,4.488506317138672
1.0,1.0,1.0,1.0,1.0,4,interpolation,integrated_logging_features_margin,0.02,160,75,4.488506317138672
1.0,1.0,1.0,1.0,1.0,4,interpolation,integrated_logging_features_margin,0.03,240,75,4.488506317138672
0.995,0.5,0.9782486351610672,0.4972131033037648,0.9925139344834812,4,interpolation,integrated_logging_features_margin,0.05,400,75,4.488506317138672
0.990625,0.5,0.9644905091775672,0.4964459118275393,0.9859654787337346,4,interpolation,integrated_logging_features_margin,0.08,640,75,4.488506317138672
0.9825,0.5,0.9354492275269084,0.4956291702745378,0.9738272455814192,4,interpolation,integrated_logging_features_margin,0.1,800,75,4.488506317138672
0.935,0.4648403616018875,0.7764386637467163,0.4963676305260464,0.9257234548493832,4,interpolation,integrated_logging_features_margin,0.2,1600,75,4.488506317138672
0.8954166666666666,0.3958184821738732,0.6756349844545854,0.4244277835286971,0.8852487985882889,4,interpolation,integrated_logging_features_margin,0.3,2400,75,4.488506317138672
0.8653125,0.4838635307144306,0.6196386867769889,0.5043212073475275,0.8568954694705766,4,interpolation,integrated_logging_features_margin,0.4,3200,75,4.488506317138672
0.83775,0.5062961464183641,0.5906541272767095,0.5558167393924112,0.8293751314443181,4,interpolation,integrated_logging_features_margin,0.5,4000,75,4.488506317138672
0.6885,0.3649907439543013,0.4199779416648158,0.397817585505972,0.6936943334848837,4,interpolation,integrated_logging_features_full,1.0,8000,75,4.488506317138672
0.9926470588235294,0.6666666666666666,0.8428913364977926,0.6654135338345865,0.988984409553295,4,extrapolation,integrated_logging_features_margin,0.01,272,75,4.488506317138672
0.9908088235294118,0.6666666666666666,0.8373780600547726,0.6650928548945546,0.9862349330667112,4,extrapolation,integrated_logging_features_margin,0.02,544,75,4.488506317138672
0.9901960784313726,0.75,0.8713328192669747,0.7487277353689568,0.9853190640123732,4,extrapolation,integrated_logging_features_margin,0.03,816,75,4.488506317138672
0.9845588235294118,0.75,0.8374202367410274,0.7479784366576819,0.976900665926748,4,extrapolation,integrated_logging_features_margin,0.05,1360,75,4.488506317138672
0.9770220588235294,0.4155844155844156,0.8485161611622157,0.4157258518906869,0.9661066180115944,4,extrapolation,integrated_logging_features_margin,0.08,2176,75,4.488506317138672
0.9720588235294118,0.3620177569961434,0.8436227441459394,0.3582792765084561,0.959008544238698,4,extrapolation,integrated_logging_features_margin,0.1,2720,75,4.488506317138672
0.9591911764705884,0.3567595156195667,0.8617614129645093,0.3461135017050288,0.9412022113869634,4,extrapolation,integrated_logging_features_margin,0.2,5440,75,4.488506317138672
0.945343137254902,0.3089708751736689,0.834232816104504,0.3096533294594795,0.92196509544001,4,extrapolation,integrated_logging_features_margin,0.3,8160,75,4.488506317138672
0.91875,0.3103380388699347,0.7792240311580518,0.2965691967222629,0.8869518430523878,4,extrapolation,integrated_logging_features_margin,0.4,10880,75,4.488506317138672
